trans_date_trans_time,merchant,category,amt,city,state,lat,long,city_pop,job,dob,trans_num,merch_lat,merch_long,is_fraud
2023-05-23 12:49:00,Flipkart,grocery,2822.65,Bengaluru,KA,12.9716,77.5946,12400000,Student,1978-05-12,5152256c-dc41-47c8-b951-b59506b0c86e,13.0568,77.7552,0
2023-11-08 16:45:00,Zomato,travel,2648.9,Hyderabad,TS,17.385,78.4867,10000000,Manager,1977-02-02,808667ef-878c-403b-a598-921aebab0fde,17.4873,78.6284,0
2023-08-18 19:32:00,Ola,fashion,6825.49,Delhi,DL,28.7041,77.1025,18700000,Clerk,1987-01-26,8adf158b-3068-45e2-940b-4a483087238b,28.58,77.0518,0
2023-10-27 04:45:00,Amazon,grocery,195.95,Chennai,TN,13.0827,80.2707,11300000,Clerk,2001-05-16,f846a0e3-2e5c-43b7-8709-552b1afeafbd,13.063,80.3718,0
2023-08-05 19:56:00,Swiggy,food,478.03,Delhi,DL,28.7041,77.1025,18700000,Doctor,2001-05-13,88d20a68-a012-4a5d-895c-448d2c33eeb4,28.6064,77.198,0
2023-04-28 17:09:00,Reliance Digital,food,231.72,Hyderabad,TS,17.385,78.4867,10000000,Doctor,1991-09-08,eebf0e5a-c33e-442b-a7df-6bd1682e4d3d,17.2151,78.4869,0
2023-03-08 01:21:00,Zomato,travel,5456.25,Hyderabad,TS,17.385,78.4867,10000000,Business,1980-04-12,0b2a22d0-75d9-4b05-b090-6ccea020b989,17.2549,78.509,0
2023-10-28 13:52:00,Uber,grocery,2261.49,Chennai,TN,13.0827,80.2707,11300000,Business,1973-07-09,2e582a25-5149-4c7f-838d-cd5509bad726,13.0358,80.369,0
2023-04-02 15:48:00,Swiggy,travel,24217.98,Mumbai,MH,19.076,72.8777,20400000,Student,1973-02-09,756f1ade-1a18-4137-a807-fe158834cbb0,19.1507,72.8894,0
2023-01-16 21:09:00,Amazon,food,1149.34,Hyderabad,TS,17.385,78.4867,10000000,Engineer,1990-10-16,7a67e4a9-e77f-44af-9c01-16d42e66dc2d,17.2359,78.4568,0
2023-11-23 21:58:00,Flipkart,travel,21502.2,Hyderabad,TS,17.385,78.4867,10000000,Business,1969-03-17,db1c50ad-47c7-4d79-9e11-43d0b43207e3,17.2844,78.3303,0
2023-01-29 19:07:00,Zomato,food,193.5,Kolkata,WB,22.5726,88.3639,14800000,Teacher,1996-01-21,ff1fa0a0-421b-4349-abc2-0d1dad0f7aa3,22.3731,88.2142,0
2023-03-23 15:39:00,Zomato,entertainment,1862.24,Kolkata,WB,22.5726,88.3639,14800000,Teacher,1997-04-13,01d971b6-591d-40d0-b570-95228bc8db39,22.4124,88.284,0
2023-08-19 08:44:00,Croma,travel,20915.5,Chennai,TN,13.0827,80.2707,11300000,Teacher,1990-09-08,5716499e-ba6b-41c5-b427-b3f86ac80b3f,23.8176,93.876,1
2023-02-10 06:35:00,Flipkart,entertainment,2668.67,Mumbai,MH,19.076,72.8777,20400000,Doctor,2003-11-14,51e17972-3483-42c2-a179-052fc4184caf,18.8847,72.877,0
2023-01-25 19:53:00,Swiggy,fashion,3788.4,Delhi,DL,28.7041,77.1025,18700000,Engineer,1983-11-13,c69f8c02-a1da-41e3-a3d3-34febb3c300a,28.7824,77.1898,0
2023-12-27 22:54:00,Swiggy,travel,2431.87,Bengaluru,KA,12.9716,77.5946,12400000,Doctor,1972-04-15,61b98f9d-a434-4b6e-b4b0-ffe0edfe80a2,13.1595,77.5193,0
2023-05-17 09:32:00,Myntra,travel,12797.51,Bengaluru,KA,12.9716,77.5946,12400000,Student,2002-01-20,c8ddbb8d-2890-4e67-ab07-6ca305dc44bc,13.1302,77.5886,0
2023-02-07 17:58:00,Flipkart,travel,4234.25,Mumbai,MH,19.076,72.8777,20400000,Engineer,1988-12-11,59e141e3-4d16-4bd7-aee2-3e45c269cbff,19.1599,72.7513,0
2023-12-07 12:10:00,Reliance Digital,electronics,59417.21,Delhi,DL,28.7041,77.1025,18700000,Teacher,1984-06-11,bb8e640e-5284-43fa-99dc-44af129bd15b,28.5169,77.1683,0
2023-04-01 01:57:00,Zomato,fashion,4201.57,Mumbai,MH,19.076,72.8777,20400000,Business,1984-06-25,defb6e13-7d1a-4ce7-9090-edfbdbfe6750,28.8095,84.9834,1
2023-09-29 09:39:00,Reliance Digital,entertainment,1999.16,Hyderabad,TS,17.385,78.4867,10000000,Engineer,1980-06-24,aa3f95b4-fa59-439e-a689-1663f60b0cc2,17.4016,78.4652,0
2023-01-30 14:24:00,Flipkart,entertainment,3113.34,Kolkata,WB,22.5726,88.3639,14800000,Clerk,1963-05-07,5ac0cdbe-af4c-44ad-9c4c-87640bcddbdf,22.5228,88.3495,0
2023-02-01 17:42:00,Amazon,fashion,14386.5,Bengaluru,KA,12.9716,77.5946,12400000,Manager,1980-05-10,d0683825-c5dc-46c0-bc96-577751c799f8,12.8765,77.6813,0
2023-02-17 13:45:00,Ola,entertainment,3796.65,Chennai,TN,13.0827,80.2707,11300000,Business,1990-12-15,96ff4bb5-f128-4528-a843-f5d73baea04e,12.8924,80.1642,0
2023-12-28 13:40:00,Myntra,food,245.98,Bengaluru,KA,12.9716,77.5946,12400000,Clerk,1979-12-25,45612b36-6c89-42c7-99ca-8c0c580e09fa,12.8448,77.7156,0
2023-02-27 12:53:00,Flipkart,fashion,7181.33,Delhi,DL,28.7041,77.1025,18700000,Manager,1970-04-14,9e16145c-6be4-421e-92f2-96140b10129a,28.7089,77.0592,0
2023-11-07 14:34:00,Swiggy,travel,8683.35,Mumbai,MH,19.076,72.8777,20400000,Engineer,1976-10-03,0b20cfbe-fcd8-4967-a638-68b62a070ed7,19.2294,73.0728,0
2023-05-07 02:44:00,Croma,entertainment,3894.04,Hyderabad,TS,17.385,78.4867,10000000,Business,1999-11-08,cc0e96f0-f7f8-4e52-84fe-174c3ccc062d,17.2787,78.4534,0
2023-07-14 21:48:00,Myntra,fashion,4759.84,Kolkata,WB,22.5726,88.3639,14800000,Teacher,1972-08-08,74e2164e-9893-48ca-b9f7-9472b6998047,22.5218,88.4591,0
2023-02-17 04:32:00,Flipkart,travel,5355.65,Delhi,DL,28.7041,77.1025,18700000,Manager,1992-09-08,d30ac0e7-bbd0-43ea-916a-ca8927848c07,28.6625,77.2995,0
2023-06-18 07:00:00,Flipkart,grocery,63.25,Hyderabad,TS,17.385,78.4867,10000000,Engineer,1962-05-08,99bc780e-486c-4d53-aba6-bb00e18deb8a,17.5212,78.6525,0
2023-02-24 16:45:00,Amazon,travel,5498.71,Delhi,DL,28.7041,77.1025,18700000,Engineer,1988-10-09,bf244db8-ee1e-4fa2-89b0-8bde10038079,28.653,77.249,0
2023-01-28 06:33:00,BookMyShow,travel,9262.73,Kolkata,WB,22.5726,88.3639,14800000,Manager,1973-05-02,22636374-9570-4d53-ab0f-478900b7c2ed,22.5201,88.2204,0
2023-10-25 19:42:00,Amazon,grocery,2465.56,Kolkata,WB,22.5726,88.3639,14800000,Business,1979-02-07,12f663d2-0917-45b6-9fd8-bf984169e62b,22.6439,88.238,0
2023-10-15 20:18:00,Myntra,grocery,1254.1,Hyderabad,TS,17.385,78.4867,10000000,Student,1994-02-21,af52fc80-ec28-424e-84d0-3055300355c0,17.4506,78.3485,0
2023-11-01 06:22:00,Ola,fashion,10183.26,Kolkata,WB,22.5726,88.3639,14800000,Engineer,1996-06-14,2388576a-dee7-4bfc-a477-6c10761ae57a,22.7539,88.2888,0
2023-05-29 07:20:00,Flipkart,food,900.83,Bengaluru,KA,12.9716,77.5946,12400000,Student,1970-07-04,6020d7e3-2994-416e-a065-ff854740b2f0,13.1484,77.5683,0
2023-04-05 15:28:00,BookMyShow,food,950.36,Chennai,TN,13.0827,80.2707,11300000,Clerk,2001-07-03,77c64a72-d690-4a6b-a9a7-a77b5fa3b4fd,12.8886,80.2913,0
2023-07-26 06:56:00,Reliance Digital,electronics,14838.04,Bengaluru,KA,12.9716,77.5946,12400000,Business,1964-02-13,18042df2-07be-4658-8b88-367d690e5846,12.8363,77.4633,0
2023-12-18 12:25:00,BookMyShow,grocery,2927.86,Delhi,DL,28.7041,77.1025,18700000,Manager,2000-07-03,537c69a9-b765-4da8-bf52-dd908b56c2ee,28.6299,77.1456,0
2023-05-23 19:19:00,Croma,electronics,56652.67,Delhi,DL,28.7041,77.1025,18700000,Teacher,1973-01-13,2a18c7ab-3c3d-48db-a42e-a5903e19c489,28.8358,76.9757,0
2023-05-21 05:51:00,Uber,electronics,23741.18,Hyderabad,TS,17.385,78.4867,10000000,Engineer,2003-01-22,98f95cf3-36ac-4746-8785-441b48450141,17.2014,78.5116,0
2023-08-11 23:28:00,Uber,travel,21346.03,Hyderabad,TS,17.385,78.4867,10000000,Student,1975-07-13,cc5462d5-5fd3-4dec-9705-6a7b20f5cbb3,17.4446,78.41,0
2023-12-23 10:39:00,Myntra,grocery,60.35,Chennai,TN,13.0827,80.2707,11300000,Business,1999-08-27,bdf7dc4d-7d6b-4bda-b35d-21e50b22f5a9,13.0688,80.2494,0
2023-11-10 13:15:00,Amazon,grocery,428.94,Hyderabad,TS,17.385,78.4867,10000000,Engineer,1992-09-22,056f82ac-0d9b-4f3b-b398-88fc8d1171bb,17.3311,78.6076,0
2023-02-28 05:32:00,Myntra,entertainment,1392.16,Kolkata,WB,22.5726,88.3639,14800000,Engineer,1984-11-26,3f23f6c3-2ff6-40c8-9fe2-2449360e8f2a,22.3943,88.3655,0
2023-03-21 19:11:00,Myntra,entertainment,2831.69,Mumbai,MH,19.076,72.8777,20400000,Manager,1991-05-26,57fd4d83-bd0c-40e6-ad4c-b3d88b10eccf,18.9535,73.0704,0
2023-07-03 15:52:00,Zomato,grocery,2507.46,Kolkata,WB,22.5726,88.3639,14800000,Clerk,1977-08-05,a377c91f-0dc7-4d78-89c5-704c74e76db0,22.4361,88.5225,0
2023-06-22 20:51:00,Zomato,fashion,9430.06,Hyderabad,TS,17.385,78.4867,10000000,Manager,1971-07-06,25b6757d-05d6-4f68-9695-02f0ed330ea2,17.3126,78.3014,0
2023-07-12 11:41:00,Reliance Digital,electronics,71706.93,Bengaluru,KA,12.9716,77.5946,12400000,Clerk,2000-06-28,d9a3cabd-3d6e-4f1d-b0ed-9d3a260b25e9,12.8176,77.6069,0
2023-10-15 02:07:00,Myntra,grocery,793.49,Chennai,TN,13.0827,80.2707,11300000,Doctor,1984-06-19,3e738942-8b4d-4fbb-90a0-15b979187e8b,13.1779,80.2193,0
2023-02-05 03:57:00,BookMyShow,food,353.05,Bengaluru,KA,12.9716,77.5946,12400000,Manager,1979-11-28,a0819d6e-f4bc-4d03-a805-9713121ae541,12.8902,77.601,0
2023-04-19 18:20:00,Amazon,entertainment,328.41,Bengaluru,KA,12.9716,77.5946,12400000,Teacher,1986-09-12,f6b5d063-ea12-471b-a7f6-64b5389a3091,12.888,77.6448,0
2023-02-09 14:35:00,Croma,entertainment,373.22,Hyderabad,TS,17.385,78.4867,10000000,Teacher,1966-09-12,335e4cc7-d273-4231-af77-da831ce1eef2,17.186,78.4287,0
2023-09-24 16:24:00,Swiggy,travel,4036.19,Hyderabad,TS,17.385,78.4867,10000000,Manager,1968-01-26,4c48e469-0515-4903-acdc-32cd9adb62d9,17.4346,78.4767,0
2023-07-16 10:24:00,Croma,grocery,1932.72,Delhi,DL,28.7041,77.1025,18700000,Doctor,1960-01-21,7fbae7bb-90c3-4278-a1e6-0d8243820efa,28.6649,77.0082,0
2023-12-25 21:12:00,Amazon,food,762.07,Chennai,TN,13.0827,80.2707,11300000,Student,1962-01-18,be342d62-bfd1-4112-8938-7e5220af3152,12.9821,80.4321,0
2023-03-18 09:34:00,Swiggy,grocery,2739.64,Delhi,DL,28.7041,77.1025,18700000,Clerk,1972-03-14,eeadc6fd-1130-4979-97f6-ade7d6a80a34,28.509,77.1229,0
2023-05-08 04:02:00,Reliance Digital,entertainment,2637.97,Chennai,TN,13.0827,80.2707,11300000,Manager,2000-01-24,91e1ff07-52c7-42c3-89a1-2b4e95935887,13.0861,80.0962,0
2023-11-26 11:47:00,Amazon,food,2382.92,Chennai,TN,13.0827,80.2707,11300000,Engineer,1976-04-21,5b5f37b3-d79c-49b8-bc79-6d102ab16f72,18.1874,95.23,1
2023-07-11 17:28:00,Croma,entertainment,3782.83,Bengaluru,KA,12.9716,77.5946,12400000,Doctor,1995-11-14,71400a4e-5d58-4b9c-a4ef-d66755de6b20,13.0563,77.501,0
2023-01-12 02:07:00,Uber,electronics,9517.06,Bengaluru,KA,12.9716,77.5946,12400000,Teacher,1972-03-24,f51398b9-7d95-409b-85f1-2eca4e161227,12.8395,77.7565,0
2023-12-08 20:59:00,Swiggy,electronics,35391.51,Hyderabad,TS,17.385,78.4867,10000000,Clerk,1960-01-14,45008e89-48c1-456e-a8ba-917750dc56bb,17.3739,78.4989,0
2023-02-26 15:41:00,Flipkart,food,784.88,Bengaluru,KA,12.9716,77.5946,12400000,Clerk,1962-01-04,56a2d35d-cb68-43c2-8804-7382efd3f86d,12.9977,77.4632,0
2023-01-23 11:29:00,Flipkart,electronics,63665.1,Delhi,DL,28.7041,77.1025,18700000,Manager,2000-01-23,9fa2edf6-ebd1-4b33-af4c-3c1d8f4fcbde,28.5208,77.1796,0
2023-05-26 03:13:00,Ola,travel,19234.8,Mumbai,MH,19.076,72.8777,20400000,Engineer,2002-02-28,0f1fb7b3-9cd4-4d9f-8750-c2bf1fae0426,19.203,73.0055,0
2023-03-05 16:38:00,Myntra,grocery,149.89,Delhi,DL,28.7041,77.1025,18700000,Engineer,1978-08-04,3e236650-fa45-463d-b068-71ced978a1fb,28.8341,77.1551,0
2023-07-10 04:05:00,Uber,fashion,5379.48,Kolkata,WB,22.5726,88.3639,14800000,Doctor,1978-01-23,4649f2b4-b134-461e-8458-a1d571fdba6c,22.381,88.2666,0
2023-01-23 13:26:00,Reliance Digital,fashion,9465.0,Chennai,TN,13.0827,80.2707,11300000,Manager,1993-02-12,fbb1e577-5992-4a93-ac86-3460783de785,13.1983,80.0832,0
2023-03-08 04:24:00,Swiggy,electronics,64866.33,Mumbai,MH,19.076,72.8777,20400000,Doctor,1987-01-17,ac6102ac-2268-42cd-a426-0f84afb74bc3,19.1058,72.7925,0
2023-05-15 08:42:00,Myntra,food,612.06,Mumbai,MH,19.076,72.8777,20400000,Doctor,1992-05-19,d8261637-b52a-4de8-be05-21fe61507490,33.6819,82.9884,1
2023-03-22 01:02:00,Flipkart,electronics,45851.77,Delhi,DL,28.7041,77.1025,18700000,Manager,1991-12-18,3e2b0fed-1402-4469-bf25-786ed9fb8075,28.8796,77.2092,0
2023-03-04 17:58:00,Zomato,food,1121.36,Bengaluru,KA,12.9716,77.5946,12400000,Student,1983-04-10,b3bf1eb2-2216-4bec-8875-84057db78eb5,12.9405,77.6529,0
2023-06-20 02:01:00,BookMyShow,food,1180.65,Chennai,TN,13.0827,80.2707,11300000,Manager,1998-12-25,329a9812-3cbb-4749-99fb-9dad42be9da1,13.2603,80.1215,0
2023-11-24 21:40:00,Zomato,fashion,8065.12,Mumbai,MH,19.076,72.8777,20400000,Clerk,1970-08-15,9bca5839-bde1-4641-9d15-06ed84b2f213,19.1408,72.9745,0
2023-06-23 06:18:00,Myntra,food,806.97,Delhi,DL,28.7041,77.1025,18700000,Teacher,1999-03-24,6df37263-c882-4525-bddf-599eb410e8bd,28.7072,77.0095,0
2023-06-22 00:07:00,Flipkart,travel,9236.9,Kolkata,WB,22.5726,88.3639,14800000,Teacher,1966-03-22,528f799c-837a-42f2-b746-931b64d3bcb7,22.5038,88.2396,0
2023-08-05 13:31:00,Swiggy,electronics,71950.13,Hyderabad,TS,17.385,78.4867,10000000,Student,2000-02-09,23e38a30-02c3-4ba1-a242-a95364e25b10,17.359,78.3652,0
2023-06-11 23:38:00,Zomato,food,2643.17,Hyderabad,TS,17.385,78.4867,10000000,Clerk,1989-01-05,5c214006-3254-496a-bc20-92c5c9660707,26.3908,89.0752,1
2023-11-10 03:17:00,Swiggy,entertainment,1120.68,Kolkata,WB,22.5726,88.3639,14800000,Manager,2001-07-28,37c393d6-7500-41b7-bc8d-c3fed5139225,22.6531,88.3989,0
